,Month_Year,Address_Zipcode,Eviction_Notice,actual_evictions,month_year,months_ahead,predicted_evictions,month_for_zips,months_ahead_2,perc_of_month,predicted_evictions_by_zip,actual_evictions_random_forest,month_year_random_forest,predicted_evictions_random_forest,zip_code
1248,2001-01-01,Unknown_ZIP,3,200.0,2001-01-01,3.0,201.190655498,2001-01-01,3.0,0.0180974759764,3.64104305455,3.0,2001-01-01,3.9,Unknown_ZIP
1251,2001-02-01,94102,13,182.0,2001-02-01,3.0,185.699241831,2001-02-01,3.0,0.0461936717976,8.57812983023,13.0,2001-02-01,8.00746944319,94102
1254,2001-02-01,94103,13,182.0,2001-02-01,3.0,185.699241831,2001-02-01,3.0,0.0399332925021,7.41558214147,13.0,2001-02-01,7.3,94103
1257,2001-02-01,94107,4,182.0,2001-02-01,3.0,185.699241831,2001-02-01,3.0,0.0228470166205,4.24267366454,4.0,2001-02-01,4.8,94107
1260,2001-02-01,94109,12,182.0,2001-02-01,3.0,185.699241831,2001-02-01,3.0,0.0721996200593,13.4074147055,12.0,2001-02-01,11.5,94109
1263,2001-02-01,94110,23,182.0,2001-02-01,3.0,185.699241831,2001-02-01,3.0,0.130851239891,24.2989760404,23.0,2001-02-01,23.0,94110
1266,2001-02-01,94112,11,182.0,2001-02-01,3.0,185.699241831,2001-02-01,3.0,0.0644911324138,11.9759543941,11.0,2001-02-01,13.3,94112
1269,2001-02-01,94114,11,182.0,2001-02-01,3.0,185.699241831,2001-02-01,3.0,0.0664283116336,12.3356871065,11.0,2001-02-01,14.7,94114
1272,2001-02-01,94115,8,182.0,2001-02-01,3.0,185.699241831,2001-02-01,3.0,0.0462000927854,8.5793222028,8.0,2001-02-01,4.9,94115
1275,2001-02-01,94116,3,182.0,2001-02-01,3.0,185.699241831,2001-02-01,3.0,0.0367339543046,6.82146746383,3.0,2001-02-01,7.6,94116
1278,2001-02-01,94117,15,182.0,2001-02-01,3.0,185.699241831,2001-02-01,3.0,0.0768132174103,14.2641562357,15.0,2001-02-01,16.4,94117
1281,2001-02-01,94118,9,182.0,2001-02-01,3.0,185.699241831,2001-02-01,3.0,0.0531709052768,9.87379679739,9.0,2001-02-01,9.2,94118
1284,2001-02-01,94121,5,182.0,2001-02-01,3.0,185.699241831,2001-02-01,3.0,0.0527540438442,9.7963859454,5.0,2001-02-01,9.5,94121
1287,2001-02-01,94122,10,182.0,2001-02-01,3.0,185.699241831,2001-02-01,3.0,0.0627281566414,11.6485711298,10.0,2001-02-01,17.7,94122
1290,2001-02-01,94123,5,182.0,2001-02-01,3.0,185.699241831,2001-02-01,3.0,0.0286912969763,5.32795209567,5.0,2001-02-01,4.7,94123
1293,2001-02-01,94124,6,182.0,2001-02-01,3.0,185.699241831,2001-02-01,3.0,0.0319405810177,5.93134167864,6.0,2001-02-01,8.2,94124
1296,2001-02-01,94127,1,182.0,2001-02-01,3.0,185.699241831,2001-02-01,3.0,0.00777908411988,1.44457002321,1.0,2001-02-01,1.8,94127
1299,2001-02-01,94131,6,182.0,2001-02-01,3.0,185.699241831,2001-02-01,3.0,0.0309748096361,5.75199866529,6.0,2001-02-01,4.2,94131
1302,2001-02-01,94132,10,182.0,2001-02-01,3.0,185.699241831,2001-02-01,3.0,0.0205674489818,3.81935968233,10.0,2001-02-01,4.75333333333,94132
1305,2001-02-01,94133,9,182.0,2001-02-01,3.0,185.699241831,2001-02-01,3.0,0.041394636848,7.68695267856,9.0,2001-02-01,2.9,94133
1308,2001-02-01,94134,6,182.0,2001-02-01,3.0,185.699241831,2001-02-01,3.0,0.0304017013393,5.6455728891,6.0,2001-02-01,6.3,94134
1311,2001-02-01,Unknown_ZIP,2,182.0,2001-02-01,3.0,185.699241831,2001-02-01,3.0,0.0173740685406,3.22635135551,2.0,2001-02-01,4.6,Unknown_ZIP
1314,2001-03-01,94102,11,209.0,2001-03-01,3.0,188.11672653,2001-03-01,3.0,0.0461462464793,8.68088082934,11.0,2001-03-01,5.9,94102
1317,2001-03-01,94103,10,209.0,2001-03-01,3.0,188.11672653,2001-03-01,3.0,0.0401839804835,7.55927886752,10.0,2001-03-01,9.29583333333,94103
1320,2001-03-01,94107,1,209.0,2001-03-01,3.0,188.11672653,2001-03-01,3.0,0.0228352001175,4.29568309576,1.0,2001-03-01,3.7,94107
1323,2001-03-01,94109,12,209.0,2001-03-01,3.0,188.11672653,2001-03-01,3.0,0.0736041579257,13.846173248,12.0,2001-03-01,13.7,94109
1326,2001-03-01,94110,25,209.0,2001-03-01,3.0,188.11672653,2001-03-01,3.0,0.131615116818,24.7590049377,25.0,2001-03-01,24.7,94110
1329,2001-03-01,94112,11,209.0,2001-03-01,3.0,188.11672653,2001-03-01,3.0,0.0649175702838,12.2120808161,11.0,2001-03-01,15.6958333333,94112
1332,2001-03-01,94114,13,209.0,2001-03-01,3.0,188.11672653,2001-03-01,3.0,0.0656863662047,12.3567041881,13.0,2001-03-01,11.6,94114
1335,2001-03-01,94115,8,209.0,2001-03-01,3.0,188.11672653,2001-03-01,3.0,0.0461523617058,8.68203120573,8.0,2001-03-01,8.2,94115
1338,2001-03-01,94116,8,209.0,2001-03-01,3.0,188.11672653,2001-03-01,3.0,0.0365989233893,6.88486966253,8.0,2001-03-01,8.1,94116
1341,2001-03-01,94117,14,209.0,2001-03-01,3.0,188.11672653,2001-03-01,3.0,0.0769219234955,14.4703004464,14.0,2001-03-01,17.5,94117
1344,2001-03-01,94118,17,209.0,2001-03-01,3.0,188.11672653,2001-03-01,3.0,0.0544054357492,10.2345724786,17.0,2001-03-01,12.1,94118
1347,2001-03-01,94121,20,209.0,2001-03-01,3.0,188.11672653,2001-03-01,3.0,0.0534703565263,10.0586684361,20.0,2001-03-01,12.9,94121
1350,2001-03-01,94122,15,209.0,2001-03-01,3.0,188.11672653,2001-03-01,3.0,0.0618933749019,11.6431790805,15.0,2001-03-01,16.3,94122
1353,2001-03-01,94123,9,209.0,2001-03-01,3.0,188.11672653,2001-03-01,3.0,0.0275940789067,5.19090779555,9.0,2001-03-01,11.5,94123
1356,2001-03-01,94124,6,209.0,2001-03-01,3.0,188.11672653,2001-03-01,3.0,0.0320338059732,6.02609471799,6.0,2001-03-01,5.9,94124
1359,2001-03-01,94131,3,209.0,2001-03-01,3.0,188.11672653,2001-03-01,3.0,0.0308384985328,5.80123739509,3.0,2001-03-01,6.7,94131
1362,2001-03-01,94132,3,209.0,2001-03-01,3.0,188.11672653,2001-03-01,3.0,0.0203770123271,3.83325685544,3.0,2001-03-01,4.7,94132
1365,2001-03-01,94133,10,209.0,2001-03-01,3.0,188.11672653,2001-03-01,3.0,0.0402305661668,7.56804241375,10.0,2001-03-01,4.5,94133
1368,2001-03-01,94134,9,209.0,2001-03-01,3.0,188.11672653,2001-03-01,3.0,0.0302991721122,5.69978107433,9.0,2001-03-01,5.7,94134
1371,2001-03-01,Unknown_ZIP,4,209.0,2001-03-01,3.0,188.11672653,2001-03-01,3.0,0.0170543509873,3.20820868083,4.0,2001-03-01,3.1,Unknown_ZIP
1374,2001-04-01,94102,7,227.0,2001-04-01,3.0,185.435226603,2001-04-01,3.0,0.0454123261848,8.42104499662,7.0,2001-04-01,8.48246563932,94102
1377,2001-04-01,94103,9,227.0,2001-04-01,3.0,185.435226603,2001-04-01,3.0,0.0415392540979,7.70284099655,9.0,2001-04-01,8.31632653061,94103
1380,2001-04-01,94107,1,227.0,2001-04-01,3.0,185.435226603,2001-04-01,3.0,0.0227063273849,4.21055296393,1.0,2001-04-01,2.7,94107
1383,2001-04-01,94108,2,227.0,2001-04-01,3.0,185.435226603,2001-04-01,3.0,0.0179523973438,3.3290068695,2.0,2001-04-01,2.64888888889,94108
1386,2001-04-01,94109,14,227.0,2001-04-01,3.0,185.435226603,2001-04-01,3.0,0.07389487802,13.7027134504,14.0,2001-04-01,16.9102040816,94109
1389,2001-04-01,94110,35,227.0,2001-04-01,3.0,185.435226603,2001-04-01,3.0,0.13131442969,24.3503210258,35.0,2001-04-01,27.3,94110
1392,2001-04-01,94112,16,227.0,2001-04-01,3.0,185.435226603,2001-04-01,3.0,0.0653758625436,12.1229878851,16.0,2001-04-01,17.1,94112
1395,2001-04-01,94114,18,227.0,2001-04-01,3.0,185.435226603,2001-04-01,3.0,0.0665642586499,12.3433583864,18.0,2001-04-01,14.6,94114
1398,2001-04-01,94115,10,227.0,2001-04-01,3.0,185.435226603,2001-04-01,3.0,0.0467817998101,8.67499364866,10.0,2001-04-01,9.2,94115
1401,2001-04-01,94116,14,227.0,2001-04-01,3.0,185.435226603,2001-04-01,3.0,0.0358444268716,6.64681941938,14.0,2001-04-01,8.5,94116
1404,2001-04-01,94117,9,227.0,2001-04-01,3.0,185.435226603,2001-04-01,3.0,0.076380017882,14.1635459239,9.0,2001-04-01,15.0,94117
1407,2001-04-01,94118,13,227.0,2001-04-01,3.0,185.435226603,2001-04-01,3.0,0.0539779159424,10.0094070743,13.0,2001-04-01,10.8,94118
1410,2001-04-01,94121,6,227.0,2001-04-01,3.0,185.435226603,2001-04-01,3.0,0.0530853403206,9.84389211162,6.0,2001-04-01,7.9,94121
1413,2001-04-01,94122,14,227.0,2001-04-01,3.0,185.435226603,2001-04-01,3.0,0.0622618578609,11.5455417211,14.0,2001-04-01,18.7,94122
1416,2001-04-01,94123,7,227.0,2001-04-01,3.0,185.435226603,2001-04-01,3.0,0.028157984411,5.22148221992,7.0,2001-04-01,7.2,94123
1419,2001-04-01,94124,15,227.0,2001-04-01,3.0,185.435226603,2001-04-01,3.0,0.0310322693381,5.7544758967,15.0,2001-04-01,5.6,94124
1422,2001-04-01,94131,5,227.0,2001-04-01,3.0,185.435226603,2001-04-01,3.0,0.030322379555,5.62283732392,5.0,2001-04-01,7.64081632653,94131
1425,2001-04-01,94132,4,227.0,2001-04-01,3.0,185.435226603,2001-04-01,3.0,0.0201081617107,3.72876152339,4.0,2001-04-01,3.8,94132
1428,2001-04-01,94133,9,227.0,2001-04-01,3.0,185.435226603,2001-04-01,3.0,0.0404473586137,7.50036511002,9.0,2001-04-01,11.0,94133
1431,2001-04-01,94134,12,227.0,2001-04-01,3.0,185.435226603,2001-04-01,3.0,0.0305128461071,5.65815653217,12.0,2001-04-01,8.9,94134
1434,2001-04-01,Unknown_ZIP,7,227.0,2001-04-01,3.0,185.435226603,2001-04-01,3.0,0.0169516334379,3.14342998784,7.0,2001-04-01,4.8,Unknown_ZIP
1437,2001-05-01,94102,6,216.0,2001-05-01,3.0,182.653201098,2001-05-01,3.0,0.0465434672823,8.50131328933,6.0,2001-05-01,8.6,94102
1440,2001-05-01,94103,8,216.0,2001-05-01,3.0,182.653201098,2001-05-01,3.0,0.042838789634,7.82464205783,8.0,2001-05-01,8.9,94103
1443,2001-05-01,94107,2,216.0,2001-05-01,3.0,182.653201098,2001-05-01,3.0,0.0226746619324,4.14159958577,2.0,2001-05-01,5.2,94107
1446,2001-05-01,94108,7,216.0,2001-05-01,3.0,182.653201098,2001-05-01,3.0,0.0179523973438,3.27906284223,7.0,2001-05-01,3.4,94108
1449,2001-05-01,94109,15,216.0,2001-05-01,3.0,182.653201098,2001-05-01,3.0,0.0735487557554,13.4339156755,15.0,2001-05-01,13.3,94109
1452,2001-05-01,94110,23,216.0,2001-05-01,3.0,182.653201098,2001-05-01,3.0,0.131099612155,23.9457638228,23.0,2001-05-01,28.4,94110
1455,2001-05-01,94112,19,216.0,2001-05-01,3.0,182.653201098,2001-05-01,3.0,0.065161240713,11.9019092038,19.0,2001-05-01,15.9,94112
1458,2001-05-01,94114,10,216.0,2001-05-01,3.0,182.653201098,2001-05-01,3.0,0.0662979674234,12.1095359762,10.0,2001-05-01,12.6,94114
1461,2001-05-01,94115,12,216.0,2001-05-01,3.0,182.653201098,2001-05-01,3.0,0.0466589408599,8.52240490791,12.0,2001-05-01,12.5,94115
1464,2001-05-01,94116,7,216.0,2001-05-01,3.0,182.653201098,2001-05-01,3.0,0.0350026481591,6.39334573318,7.0,2001-05-01,7.7,94116
1467,2001-05-01,94117,13,216.0,2001-05-01,3.0,182.653201098,2001-05-01,3.0,0.0766425206879,13.9990017439,13.0,2001-05-01,25.3,94117
1470,2001-05-01,94118,23,216.0,2001-05-01,3.0,182.653201098,2001-05-01,3.0,0.053781073921,9.82328531018,23.0,2001-05-01,8.7,94118
1473,2001-05-01,94121,12,216.0,2001-05-01,3.0,182.653201098,2001-05-01,3.0,0.051971739762,9.49280463417,12.0,2001-05-01,13.1,94121
1476,2001-05-01,94122,18,216.0,2001-05-01,3.0,182.653201098,2001-05-01,3.0,0.061943735995,11.3142216675,18.0,2001-05-01,11.4,94122
1479,2001-05-01,94123,5,216.0,2001-05-01,3.0,182.653201098,2001-05-01,3.0,0.0281281819354,5.13770247157,5.0,2001-05-01,8.9,94123
1482,2001-05-01,94124,8,216.0,2001-05-01,3.0,182.653201098,2001-05-01,3.0,0.0311163894959,5.68350814804,8.0,2001-05-01,5.9,94124
1485,2001-05-01,94127,2,216.0,2001-05-01,3.0,182.653201098,2001-05-01,3.0,0.00802590098262,1.46595650617,2.0,2001-05-01,1.5,94127
1488,2001-05-01,94131,4,216.0,2001-05-01,3.0,182.653201098,2001-05-01,3.0,0.0304425910738,5.56043670935,4.0,2001-05-01,6.3,94131
1491,2001-05-01,94132,5,216.0,2001-05-01,3.0,182.653201098,2001-05-01,3.0,0.0217670613886,3.97582344112,5.0,2001-05-01,8.4,94132
1494,2001-05-01,94133,5,216.0,2001-05-01,3.0,182.653201098,2001-05-01,3.0,0.0408388016936,7.45933785836,5.0,2001-05-01,10.1,94133
1497,2001-05-01,94134,8,216.0,2001-05-01,3.0,182.653201098,2001-05-01,3.0,0.0306195498837,5.59275880244,8.0,2001-05-01,6.90696,94134
1500,2001-05-01,Unknown_ZIP,4,216.0,2001-05-01,3.0,182.653201098,2001-05-01,3.0,0.0166676990356,3.04440858379,4.0,2001-05-01,3.4,Unknown_ZIP
1503,2001-06-01,94102,7,191.0,2001-06-01,3.0,190.184481328,2001-06-01,3.0,0.0467971386017,8.9000895326,7.0,2001-06-01,10.5,94102
1506,2001-06-01,94103,4,191.0,2001-06-01,3.0,190.184481328,2001-06-01,3.0,0.0430474604806,8.18695894399,4.0,2001-06-01,10.0,94103
1509,2001-06-01,94107,4,191.0,2001-06-01,3.0,190.184481328,2001-06-01,3.0,0.0219292463933,4.17060235123,4.0,2001-06-01,6.2,94107
1512,2001-06-01,94108,5,191.0,2001-06-01,3.0,190.184481328,2001-06-01,3.0,0.0179523973438,3.41426737742,5.0,2001-06-01,3.4,94108
1515,2001-06-01,94109,11,191.0,2001-06-01,3.0,190.184481328,2001-06-01,3.0,0.0728765687632,13.8599924312,11.0,2001-06-01,12.9,94109
1518,2001-06-01,94110,27,191.0,2001-06-01,3.0,190.184481328,2001-06-01,3.0,0.130621179351,24.8421212454,27.0,2001-06-01,28.0,94110
1521,2001-06-01,94112,20,191.0,2001-06-01,3.0,190.184481328,2001-06-01,3.0,0.0646391714728,12.2933673,20.0,2001-06-01,12.5843137255,94112
1524,2001-06-01,94114,14,191.0,2001-06-01,3.0,190.184481328,2001-06-01,3.0,0.0661272586532,12.5763783886,14.0,2001-06-01,16.1,94114
1527,2001-06-01,94115,4,191.0,2001-06-01,3.0,190.184481328,2001-06-01,3.0,0.0463097146558,8.80738906226,4.0,2001-06-01,12.4,94115
1530,2001-06-01,94116,7,191.0,2001-06-01,3.0,190.184481328,2001-06-01,3.0,0.0351391008175,6.68291166331,7.0,2001-06-01,11.2,94116
1533,2001-06-01,94117,9,191.0,2001-06-01,3.0,190.184481328,2001-06-01,3.0,0.0762401509065,14.4996935565,9.0,2001-06-01,17.5,94117
1536,2001-06-01,94118,11,191.0,2001-06-01,3.0,190.184481328,2001-06-01,3.0,0.0549293505459,10.4467100433,11.0,2001-06-01,12.9,94118
1539,2001-06-01,94121,10,191.0,2001-06-01,3.0,190.184481328,2001-06-01,3.0,0.0537934914346,10.2306872673,10.0,2001-06-01,13.7,94121
1542,2001-06-01,94122,17,191.0,2001-06-01,3.0,190.184481328,2001-06-01,3.0,0.0623531776172,11.8586067443,17.0,2001-06-01,14.3,94122
1545,2001-06-01,94123,2,191.0,2001-06-01,3.0,190.184481328,2001-06-01,3.0,0.0287504327279,5.46788613631,2.0,2001-06-01,9.22941176471,94123
1548,2001-06-01,94124,9,191.0,2001-06-01,3.0,190.184481328,2001-06-01,3.0,0.0310160455157,5.89877052924,9.0,2001-06-01,5.2,94124
1551,2001-06-01,94127,2,191.0,2001-06-01,3.0,190.184481328,2001-06-01,3.0,0.00802590098262,1.52640181557,2.0,2001-06-01,2.4,94127
1554,2001-06-01,94131,6,191.0,2001-06-01,3.0,190.184481328,2001-06-01,3.0,0.0297430900265,5.65667414977,6.0,2001-06-01,9.5,94131
1557,2001-06-01,94132,1,191.0,2001-06-01,3.0,190.184481328,2001-06-01,3.0,0.0214301070975,4.07567380314,1.0,2001-06-01,5.6,94132
1560,2001-06-01,94133,8,191.0,2001-06-01,3.0,190.184481328,2001-06-01,3.0,0.041130805371,7.82244088609,8.0,2001-06-01,10.8,94133
1563,2001-06-01,94134,8,191.0,2001-06-01,3.0,190.184481328,2001-06-01,3.0,0.0311379936784,5.92196317731,8.0,2001-06-01,6.35098039216,94134
1566,2001-06-01,Unknown_ZIP,5,191.0,2001-06-01,3.0,190.184481328,2001-06-01,3.0,0.0167800198058,3.19129936344,5.0,2001-06-01,3.5,Unknown_ZIP
1569,2001-07-01,94102,6,179.0,2001-07-01,3.0,215.969268338,2001-07-01,3.0,0.0461587332339,9.96886784392,6.0,2001-07-01,10.6,94102
1572,2001-07-01,94103,5,179.0,2001-07-01,3.0,215.969268338,2001-07-01,3.0,0.0429114651451,9.26755773069,5.0,2001-07-01,10.6,94103
1575,2001-07-01,94108,1,179.0,2001-07-01,3.0,215.969268338,2001-07-01,3.0,0.0175170723601,3.78314930104,1.0,2001-07-01,2.8,94108
1578,2001-07-01,94109,8,179.0,2001-07-01,3.0,215.969268338,2001-07-01,3.0,0.0724284663651,15.6423228877,8.0,2001-07-01,9.7,94109
1581,2001-07-01,94110,22,179.0,2001-07-01,3.0,215.969268338,2001-07-01,3.0,0.131563733058,28.4137231684,22.0,2001-07-01,30.6,94110
1584,2001-07-01,94112,14,179.0,2001-07-01,3.0,215.969268338,2001-07-01,3.0,0.0648729878738,14.010571726,14.0,2001-07-01,15.3,94112
1587,2001-07-01,94114,17,179.0,2001-07-01,3.0,215.969268338,2001-07-01,3.0,0.0666539744744,14.395210099,17.0,2001-07-01,16.2,94114
1590,2001-07-01,94115,6,179.0,2001-07-01,3.0,215.969268338,2001-07-01,3.0,0.046219440607,9.98197877088,6.0,2001-07-01,6.1,94115
1593,2001-07-01,94116,8,179.0,2001-07-01,3.0,215.969268338,2001-07-01,3.0,0.0362004971373,7.8181948802,8.0,2001-07-01,8.3,94116
1596,2001-07-01,94117,10,179.0,2001-07-01,3.0,215.969268338,2001-07-01,3.0,0.0747764479539,16.1494147535,10.0,2001-07-01,15.7,94117
1599,2001-07-01,94118,13,179.0,2001-07-01,3.0,215.969268338,2001-07-01,3.0,0.0550229254228,11.8832609454,13.0,2001-07-01,12.3,94118
1602,2001-07-01,94121,9,179.0,2001-07-01,3.0,215.969268338,2001-07-01,3.0,0.0526990204996,11.3813688994,9.0,2001-07-01,12.9,94121
1605,2001-07-01,94122,22,179.0,2001-07-01,3.0,215.969268338,2001-07-01,3.0,0.062326010865,13.4605029649,22.0,2001-07-01,13.7,94122
1608,2001-07-01,94123,7,179.0,2001-07-01,3.0,215.969268338,2001-07-01,3.0,0.028833895595,6.22723533499,7.0,2001-07-01,8.0,94123
1611,2001-07-01,94124,6,179.0,2001-07-01,3.0,215.969268338,2001-07-01,3.0,0.0324185755012,7.00141603155,6.0,2001-07-01,5.3,94124
1614,2001-07-01,94127,2,179.0,2001-07-01,3.0,215.969268338,2001-07-01,3.0,0.00802590098262,1.73334796297,2.0,2001-07-01,2.6,94127
1617,2001-07-01,94131,4,179.0,2001-07-01,3.0,215.969268338,2001-07-01,3.0,0.0294215625969,6.35415334742,4.0,2001-07-01,9.9,94131
1620,2001-07-01,94132,2,179.0,2001-07-01,3.0,215.969268338,2001-07-01,3.0,0.0212645000661,4.59247852084,2.0,2001-07-01,8.1,94132
1623,2001-07-01,94133,4,179.0,2001-07-01,3.0,215.969268338,2001-07-01,3.0,0.0410714762399,8.87017667309,4.0,2001-07-01,8.6,94133
1626,2001-07-01,94134,7,179.0,2001-07-01,3.0,215.969268338,2001-07-01,3.0,0.0320070113762,6.91253082859,7.0,2001-07-01,7.7,94134
1629,2001-07-01,Unknown_ZIP,6,179.0,2001-07-01,3.0,215.969268338,2001-07-01,3.0,0.0173911930493,3.75596323838,6.0,2001-07-01,5.3,Unknown_ZIP
1632,2001-08-01,94102,12,171.0,2001-08-01,3.0,216.049584976,2001-08-01,3.0,0.0454517734086,9.81983678134,12.0,2001-08-01,7.50074759701,94102
1635,2001-08-01,94103,16,171.0,2001-08-01,3.0,216.049584976,2001-08-01,3.0,0.0426855256025,9.22219009089,16.0,2001-08-01,8.83018867925,94103
1638,2001-08-01,94107,1,171.0,2001-08-01,3.0,216.049584976,2001-08-01,3.0,0.0207679407324,4.48690497604,1.0,2001-08-01,5.1,94107
1641,2001-08-01,94109,12,171.0,2001-08-01,3.0,216.049584976,2001-08-01,3.0,0.0723136962912,15.6233440718,12.0,2001-08-01,9.3,94109
1644,2001-08-01,94110,26,171.0,2001-08-01,3.0,216.049584976,2001-08-01,3.0,0.130599031075,28.2158664619,26.0,2001-08-01,31.8,94110
1647,2001-08-01,94112,12,171.0,2001-08-01,3.0,216.049584976,2001-08-01,3.0,0.0657610638388,14.2076505499,12.0,2001-08-01,16.6,94112
1650,2001-08-01,94114,6,171.0,2001-08-01,3.0,216.049584976,2001-08-01,3.0,0.0658709868522,14.2313993714,6.0,2001-08-01,14.7,94114
1653,2001-08-01,94115,9,171.0,2001-08-01,3.0,216.049584976,2001-08-01,3.0,0.0465785219512,10.0632703363,9.0,2001-08-01,9.7,94115
1656,2001-08-01,94116,2,171.0,2001-08-01,3.0,216.049584976,2001-08-01,3.0,0.0360546090707,7.78958332619,2.0,2001-08-01,7.1,94116
1659,2001-08-01,94117,14,171.0,2001-08-01,3.0,216.049584976,2001-08-01,3.0,0.0742152455397,16.0341729977,14.0,2001-08-01,14.8,94117
1662,2001-08-01,94118,8,171.0,2001-08-01,3.0,216.049584976,2001-08-01,3.0,0.0570021006558,12.3152801894,8.0,2001-08-01,10.4,94118
1665,2001-08-01,94121,3,171.0,2001-08-01,3.0,216.049584976,2001-08-01,3.0,0.0528088872326,11.4093381696,3.0,2001-08-01,11.2,94121
1668,2001-08-01,94122,13,171.0,2001-08-01,3.0,216.049584976,2001-08-01,3.0,0.0631339848061,13.6400712152,13.0,2001-08-01,15.9,94122
1671,2001-08-01,94123,1,171.0,2001-08-01,3.0,216.049584976,2001-08-01,3.0,0.0286152130009,6.18230489284,1.0,2001-08-01,10.9,94123
1674,2001-08-01,94124,2,171.0,2001-08-01,3.0,216.049584976,2001-08-01,3.0,0.0325962086372,7.04239734785,2.0,2001-08-01,7.0,94124
1677,2001-08-01,94127,1,171.0,2001-08-01,3.0,216.049584976,2001-08-01,3.0,0.00808463232913,1.74668145939,1.0,2001-08-01,2.3,94127
1680,2001-08-01,94131,5,171.0,2001-08-01,3.0,216.049584976,2001-08-01,3.0,0.0289854408338,6.26229246248,5.0,2001-08-01,6.0,94131
1683,2001-08-01,94132,1,171.0,2001-08-01,3.0,216.049584976,2001-08-01,3.0,0.0213429854028,4.61114313843,1.0,2001-08-01,5.0,94132
1686,2001-08-01,94133,15,171.0,2001-08-01,3.0,216.049584976,2001-08-01,3.0,0.0403821174671,8.72453971922,15.0,2001-08-01,8.1,94133
1689,2001-08-01,94134,10,171.0,2001-08-01,3.0,216.049584976,2001-08-01,3.0,0.0322004739016,6.95689902246,10.0,2001-08-01,7.3,94134
1692,2001-08-01,Unknown_ZIP,2,171.0,2001-08-01,3.0,216.049584976,2001-08-01,3.0,0.0174381649438,3.76750829885,2.0,2001-08-01,3.9,Unknown_ZIP
1695,2001-09-01,94102,8,186.0,2001-09-01,3.0,194.045065091,2001-09-01,3.0,0.0451257527142,8.75642962271,8.0,2001-09-01,8.3969478738,94102
1698,2001-09-01,94103,8,186.0,2001-09-01,3.0,194.045065091,2001-09-01,3.0,0.0418802249645,8.12665097926,8.0,2001-09-01,8.2,94103
1701,2001-09-01,94107,3,186.0,2001-09-01,3.0,194.045065091,2001-09-01,3.0,0.020774402497,4.03117028476,3.0,2001-09-01,5.3,94107
1704,2001-09-01,94108,2,186.0,2001-09-01,3.0,194.045065091,2001-09-01,3.0,0.0185410407583,3.5977974608,2.0,2001-09-01,3.4,94108
1707,2001-09-01,94109,13,186.0,2001-09-01,3.0,194.045065091,2001-09-01,3.0,0.0717684343188,13.9263105089,13.0,2001-09-01,10.4,94109
1710,2001-09-01,94110,25,186.0,2001-09-01,3.0,194.045065091,2001-09-01,3.0,0.130997632018,25.4194440317,25.0,2001-09-01,29.9,94110
1713,2001-09-01,94112,14,186.0,2001-09-01,3.0,194.045065091,2001-09-01,3.0,0.0672036926553,13.0405449156,14.0,2001-09-01,13.0,94112
1716,2001-09-01,94114,4,186.0,2001-09-01,3.0,194.045065091,2001-09-01,3.0,0.0661460773139,12.8353198779,4.0,2001-09-01,12.7,94114
1719,2001-09-01,94115,5,186.0,2001-09-01,3.0,194.045065091,2001-09-01,3.0,0.0456290362633,8.85408931174,5.0,2001-09-01,8.2908436214,94115
1722,2001-09-01,94116,3,186.0,2001-09-01,3.0,194.045065091,2001-09-01,3.0,0.0360766315,7.00049230767,3.0,2001-09-01,8.1,94116
1725,2001-09-01,94117,7,186.0,2001-09-01,3.0,194.045065091,2001-09-01,3.0,0.07321173344,14.2063755808,7.0,2001-09-01,15.8,94117
1728,2001-09-01,94118,21,186.0,2001-09-01,3.0,194.045065091,2001-09-01,3.0,0.0570239348181,11.0652131435,21.0,2001-09-01,11.0,94118
1731,2001-09-01,94121,10,186.0,2001-09-01,3.0,194.045065091,2001-09-01,3.0,0.052792114407,10.2440492764,10.0,2001-09-01,12.8,94121
1734,2001-09-01,94122,11,186.0,2001-09-01,3.0,194.045065091,2001-09-01,3.0,0.06409217928,12.4367711002,11.0,2001-09-01,10.9,94122
1737,2001-09-01,94123,6,186.0,2001-09-01,3.0,194.045065091,2001-09-01,3.0,0.0279432126745,5.42224252228,6.0,2001-09-01,6.4,94123
1740,2001-09-01,94124,9,186.0,2001-09-01,3.0,194.045065091,2001-09-01,3.0,0.0331341423487,6.42951680879,9.0,2001-09-01,6.0,94124
1743,2001-09-01,94127,1,186.0,2001-09-01,3.0,194.045065091,2001-09-01,3.0,0.00819311286819,1.5898331198,1.0,2001-09-01,1.6,94127
1746,2001-09-01,94131,4,186.0,2001-09-01,3.0,194.045065091,2001-09-01,3.0,0.0290788320542,5.64260385873,4.0,2001-09-01,8.3969478738,94131
1749,2001-09-01,94132,2,186.0,2001-09-01,3.0,194.045065091,2001-09-01,3.0,0.0206986900705,4.01647866203,2.0,2001-09-01,4.6,94132
1752,2001-09-01,94133,13,186.0,2001-09-01,3.0,194.045065091,2001-09-01,3.0,0.0404377729963,7.8467502932,13.0,2001-09-01,8.2969478738,94133
1755,2001-09-01,94134,8,186.0,2001-09-01,3.0,194.045065091,2001-09-01,3.0,0.0325591532665,6.3179430149,8.0,2001-09-01,6.4,94134
1758,2001-09-01,Unknown_ZIP,9,186.0,2001-09-01,3.0,194.045065091,2001-09-01,3.0,0.0177877587649,3.45162680736,9.0,2001-09-01,4.5,Unknown_ZIP
